p0	p1	p2	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99	s100	s101	s102	s103	s104	s105	s106	s107	s108	s109	s110	s111	s112	s113	s114	s115	s116	s117	s118	s119	s120	s121	s122	s123	s124	s125	s126	s127	s128	s129	s130	s131	s132	s133	s134	s135	s136	s137	s138	s139	s140	s141	s142	s143	s144	s145	s146	s147	s148	s149	s150	s151	s152	s153	s154	s155	s156	s157	s158	s159	s160	s161	s162	s163	s164	s165	s166	s167	s168	s169	s170	s171	s172	s173	s174	s175	s176	s177	s178	s179	s180	s181	s182	s183	s184	s185	s186	s187	s188	s189	s190	s191	s192	s193	s194	s195	s196	s197	s198	s199	s200	s201	s202	s203	s204	s205	s206	s207	s208	s209	s210	s211	s212	s213	s214	s215	s216	s217	s218	s219	s220	s221	s222	s223	s224	s225	s226	s227	s228	s229	s230	s231	s232	s233	s234	s235	s236	s237	s238	s239	s240	s241	s242	s243	s244	s245	s246	s247	s248	s249	s250	s251	s252	s253	s254	s255	s256	s257	s258	s259	s260	s261	s262	s263	s264	s265	s266	s267	s268	s269	s270	s271	s272	s273	s274	s275	s276	s277	s278	s279	s280	s281	s282	s283	s284	s285	s286	s287	s288	s289	s290	s291	s292	s293	s294	s295	s296	s297	s298	s299	s300	s301	s302	s303	s304	s305	s306	s307	s308	s309	s310	s311	s312	s313	s314	s315	s316	s317	s318	s319	s320	s321	s322	s323	s324	s325	s326	s327	s328	s329	s330	s331	s332	s333	s334	s335	s336	s337	s338	s339	s340	s341	s342	s343	s344	s345	s346	s347	s348	s349	s350	s351	s352	s353	s354	s355	s356	s357	s358	s359	s360	s361	s362	s363	s364	s365	s366	s367	s368	s369	s370	s371	s372	s373	s374	s375	s376	s377	s378	s379	s380	s381	s382	s383	s384	s385	s386	s387	s388	s389	s390	s391	s392	s393	s394	s395	s396	s397	s398	s399	s400	s401	s402	s403	s404	s405	s406	s407	s408	s409	s410	s411	s412	s413	s414	s415	s416	s417	s418	s419	s420	s421	s422	s423	s424	s425	s426	s427	s428	s429	s430	s431	s432	s433	s434	s435	s436	s437	s438	s439	s440	s441	s442	s443	s444	s445	s446	s447	s448	s449	s450	s451	s452	s453	s454	s455	s456	s457	s458	s459	s460	s461	s462	s463	s464	s465	s466	s467	s468	s469	s470	s471	s472	s473	s474	s475	s476	s477	s478	s479	s480	s481	s482	s483	s484	s485	s486	s487	s488	s489	s490	s491	s492	s493	s494	s495	s496	s497	s498	s499	s500	s501	s502	s503	s504	s505	s506	s507	s508	s509	s510	s511	s512	s513	s514	s515	s516	s517	s518	s519	s520	s521	s522	s523	s524	s525	s526	s527	s528	s529	s530	s531	s532	s533	s534	s535	s536	s537	s538	s539	s540	s541	s542	s543	s544	s545	s546	s547	s548	s549	s550	s551	s552	s553	s554	s555	s556	s557	s558	s559	s560	s561	s562	s563	s564	s565	s566	s567	s568	s569	s570	s571	s572	s573	s574	s575	s576	s577	s578	s579	s580	s581	s582	s583	s584	s585	s586	s587	s588	s589	s590	s591	s592	s593	s594	s595	s596	s597	s598	s599	s600	s601	s602	s603	s604	s605	s606	s607	s608	s609	s610	s611	s612	s613	s614	s615	s616	s617	s618	s619	s620	s621	s622	s623	s624	s625	s626	s627	s628	s629	s630	s631	s632	s633	s634	s635	s636	s637	s638	s639	s640	s641	s642	s643	s644	s645	s646	s647	s648	s649	s650	s651	s652	s653	s654	s655	s656	s657	s658	s659	s660	s661	s662	s663	s664	s665	s666	s667	s668	s669	s670	s671	s672	s673	s674	s675	s676	s677	s678	s679	s680	s681	s682	s683	s684	s685	s686	s687	s688	s689	s690	s691	s692	s693	s694	s695	s696	s697	s698	s699	s700	s701	s702	s703	s704	s705	s706	s707	s708	s709	s710	s711	s712	s713	s714	s715	s716	s717	s718	s719	
			*CCC	Max	Align
ape-tvaba$$$p0$s227	apetvaba	0	0	0	1
	aptvaba	1	1	1	0
ape-staba$$$p0$s228	apestaba	0	0	0	1
	apstaba	1	1	1	0
ape-ssaba$$$p0$s229	apessaba	0	0	0	1
	apssaba	1	1	1	0
ape-snaba$$$p0$s230	apesnaba	0	0	0	1
	apsnaba	1	1	1	0
ape-slaba$$$p0$s231	apeslaba	0	0	0	1
	apslaba	1	1	1	0
ape-sraba$$$p0$s232	apesraba	0	0	0	1
	apsraba	1	1	1	0
ape-svaba$$$p0$s233	apesvaba	0	0	0	1
	apsvaba	1	1	1	0
ape-ntaba$$$p0$s234	apentaba	0	0	0	1
	apntaba	1	1	1	0
ape-nsaba$$$p0$s235	apensaba	0	0	0	1
	apnsaba	1	1	1	0
ape-nnaba$$$p0$s236	apennaba	0	0	0	1
	apnnaba	1	1	1	0
ape-nlaba$$$p0$s237	apenlaba	0	0	0	1
	apnlaba	1	1	1	0
ape-nraba$$$p0$s238	apenraba	0	0	0	1
	apnraba	1	1	1	0
ape-nvaba$$$p0$s239	apenvaba	0	0	0	1
	apnvaba	1	1	1	0
ape-ltaba$$$p0$s240	apeltaba	0	0	0	1
	apltaba	1	1	1	0
ape-lsaba$$$p0$s241	apelsaba	0	0	0	1
	aplsaba	1	1	1	0
ape-lnaba$$$p0$s242	apelnaba	0	0	0	1
	aplnaba	1	1	1	0
ape-llaba$$$p0$s243	apellaba	0	0	0	1
	apllaba	1	1	1	0
ape-lraba$$$p0$s244	apelraba	0	0	0	1
	aplraba	1	1	1	0
ape-lvaba$$$p0$s245	apelvaba	0	0	0	1
	aplvaba	1	1	1	0
ape-rtaba$$$p0$s246	apertaba	0	0	0	1
	aprtaba	1	1	1	0
ape-rsaba$$$p0$s247	apersaba	0	0	0	1
	aprsaba	1	1	1	0
ape-rnaba$$$p0$s248	apernaba	0	0	0	1
	aprnaba	1	1	1	0
ape-rlaba$$$p0$s249	aperlaba	0	0	0	1
	aprlaba	1	1	1	0
ape-rraba$$$p0$s250	aperraba	0	0	0	1
	aprraba	1	1	1	0
ape-rvaba$$$p0$s251	apervaba	0	0	0	1
	aprvaba	1	1	1	0
ape-vtaba$$$p0$s252	apevtaba	0	0	0	1
	apvtaba	1	1	1	0
ape-vsaba$$$p0$s253	apevsaba	0	0	0	1
	apvsaba	1	1	1	0
ape-vnaba$$$p0$s254	apevnaba	0	0	0	1
	apvnaba	1	1	1	0
ape-vlaba$$$p0$s255	apevlaba	0	0	0	1
	apvlaba	1	1	1	0
ape-vraba$$$p0$s256	apevraba	0	0	0	1
	apvraba	1	1	1	0
ape-vvaba$$$p0$s257	apevvaba	0	0	0	1
	apvvaba	1	1	1	0
ape-taba$$$p0$s258	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s259	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s260	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s261	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s262	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-saba$$$p0$s263	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s264	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s265	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s266	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s267	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-naba$$$p0$s268	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s269	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s270	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s271	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s272	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-laba$$$p0$s273	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s274	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s275	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s276	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s277	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-raba$$$p0$s278	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s279	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s280	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s281	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s282	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-vaba$$$p0$s283	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s284	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s285	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s286	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s287	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-taba$$$p0$s288	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-ttaba$$$p0$s289	apettaba	0	0	0	1
	apttaba	1	1	1	0
ape-saba$$$p0$s290	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-tsaba$$$p0$s291	apetsaba	0	0	0	1
	aptsaba	1	1	1	0
ape-naba$$$p0$s292	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-tnaba$$$p0$s293	apetnaba	0	0	0	1
	aptnaba	1	1	1	0
ape-laba$$$p0$s294	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-tlaba$$$p0$s295	apetlaba	0	0	0	1
	aptlaba	1	1	1	0
ape-raba$$$p0$s296	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-traba$$$p0$s297	apetraba	0	0	0	1
	aptraba	1	1	1	0
ape-vaba$$$p0$s298	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-tvaba$$$p0$s299	apetvaba	0	0	0	1
	aptvaba	1	1	1	0
ape-staba$$$p0$s300	apestaba	0	0	0	1
	apstaba	1	1	1	0
ape-ssaba$$$p0$s301	apessaba	0	0	0	1
	apssaba	1	1	1	0
ape-snaba$$$p0$s302	apesnaba	0	0	0	1
	apsnaba	1	1	1	0
ape-slaba$$$p0$s303	apeslaba	0	0	0	1
	apslaba	1	1	1	0
ape-sraba$$$p0$s304	apesraba	0	0	0	1
	apsraba	1	1	1	0
ape-svaba$$$p0$s305	apesvaba	0	0	0	1
	apsvaba	1	1	1	0
ape-ntaba$$$p0$s306	apentaba	0	0	0	1
	apntaba	1	1	1	0
ape-nsaba$$$p0$s307	apensaba	0	0	0	1
	apnsaba	1	1	1	0
ape-nnaba$$$p0$s308	apennaba	0	0	0	1
	apnnaba	1	1	1	0
ape-nlaba$$$p0$s309	apenlaba	0	0	0	1
	apnlaba	1	1	1	0
ape-nraba$$$p0$s310	apenraba	0	0	0	1
	apnraba	1	1	1	0
ape-nvaba$$$p0$s311	apenvaba	0	0	0	1
	apnvaba	1	1	1	0
ape-ltaba$$$p0$s312	apeltaba	0	0	0	1
	apltaba	1	1	1	0
ape-lsaba$$$p0$s313	apelsaba	0	0	0	1
	aplsaba	1	1	1	0
ape-lnaba$$$p0$s314	apelnaba	0	0	0	1
	aplnaba	1	1	1	0
ape-llaba$$$p0$s315	apellaba	0	0	0	1
	apllaba	1	1	1	0
ape-lraba$$$p0$s316	apelraba	0	0	0	1
	aplraba	1	1	1	0
ape-lvaba$$$p0$s317	apelvaba	0	0	0	1
	aplvaba	1	1	1	0
ape-rtaba$$$p0$s318	apertaba	0	0	0	1
	aprtaba	1	1	1	0
ape-rsaba$$$p0$s319	apersaba	0	0	0	1
	aprsaba	1	1	1	0
ape-rnaba$$$p0$s320	apernaba	0	0	0	1
	aprnaba	1	1	1	0
ape-rlaba$$$p0$s321	aperlaba	0	0	0	1
	aprlaba	1	1	1	0
ape-rraba$$$p0$s322	aperraba	0	0	0	1
	aprraba	1	1	1	0
ape-rvaba$$$p0$s323	apervaba	0	0	0	1
	aprvaba	1	1	1	0
ape-vtaba$$$p0$s324	apevtaba	0	0	0	1
	apvtaba	1	1	1	0
ape-vsaba$$$p0$s325	apevsaba	0	0	0	1
	apvsaba	1	1	1	0
ape-vnaba$$$p0$s326	apevnaba	0	0	0	1
	apvnaba	1	1	1	0
ape-vlaba$$$p0$s327	apevlaba	0	0	0	1
	apvlaba	1	1	1	0
ape-vraba$$$p0$s328	apevraba	0	0	0	1
	apvraba	1	1	1	0
ape-vvaba$$$p0$s329	apevvaba	0	0	0	1
	apvvaba	1	1	1	0
ape-taba$$$p0$s330	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s331	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s332	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s333	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s334	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-saba$$$p0$s335	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s336	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s337	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s338	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s339	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-naba$$$p0$s340	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s341	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s342	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s343	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s344	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-laba$$$p0$s345	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s346	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s347	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s348	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s349	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-raba$$$p0$s350	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s351	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s352	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s353	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s354	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-vaba$$$p0$s355	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s356	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s357	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s358	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s359	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-taba$$$p0$s360	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-ttaba$$$p0$s361	apettaba	0	0	0	1
	apttaba	1	1	1	0
ape-saba$$$p0$s362	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-tsaba$$$p0$s363	apetsaba	0	0	0	1
	aptsaba	1	1	1	0
ape-naba$$$p0$s364	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-tnaba$$$p0$s365	apetnaba	0	0	0	1
	aptnaba	1	1	1	0
ape-laba$$$p0$s366	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-tlaba$$$p0$s367	apetlaba	0	0	0	1
	aptlaba	1	1	1	0
ape-raba$$$p0$s368	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-traba$$$p0$s369	apetraba	0	0	0	1
	aptraba	1	1	1	0
ape-vaba$$$p0$s370	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-tvaba$$$p0$s371	apetvaba	0	0	0	1
	aptvaba	1	1	1	0
ape-staba$$$p0$s372	apestaba	0	0	0	1
	apstaba	1	1	1	0
ape-ssaba$$$p0$s373	apessaba	0	0	0	1
	apssaba	1	1	1	0
ape-snaba$$$p0$s374	apesnaba	0	0	0	1
	apsnaba	1	1	1	0
ape-slaba$$$p0$s375	apeslaba	0	0	0	1
	apslaba	1	1	1	0
ape-sraba$$$p0$s376	apesraba	0	0	0	1
	apsraba	1	1	1	0
ape-svaba$$$p0$s377	apesvaba	0	0	0	1
	apsvaba	1	1	1	0
ape-ntaba$$$p0$s378	apentaba	0	0	0	1
	apntaba	1	1	1	0
ape-nsaba$$$p0$s379	apensaba	0	0	0	1
	apnsaba	1	1	1	0
ape-nnaba$$$p0$s380	apennaba	0	0	0	1
	apnnaba	1	1	1	0
ape-nlaba$$$p0$s381	apenlaba	0	0	0	1
	apnlaba	1	1	1	0
ape-nraba$$$p0$s382	apenraba	0	0	0	1
	apnraba	1	1	1	0
ape-nvaba$$$p0$s383	apenvaba	0	0	0	1
	apnvaba	1	1	1	0
ape-ltaba$$$p0$s384	apeltaba	0	0	0	1
	apltaba	1	1	1	0
ape-lsaba$$$p0$s385	apelsaba	0	0	0	1
	aplsaba	1	1	1	0
ape-lnaba$$$p0$s386	apelnaba	0	0	0	1
	aplnaba	1	1	1	0
ape-llaba$$$p0$s387	apellaba	0	0	0	1
	apllaba	1	1	1	0
ape-lraba$$$p0$s388	apelraba	0	0	0	1
	aplraba	1	1	1	0
ape-lvaba$$$p0$s389	apelvaba	0	0	0	1
	aplvaba	1	1	1	0
ape-rtaba$$$p0$s390	apertaba	0	0	0	1
	aprtaba	1	1	1	0
ape-rsaba$$$p0$s391	apersaba	0	0	0	1
	aprsaba	1	1	1	0
ape-rnaba$$$p0$s392	apernaba	0	0	0	1
	aprnaba	1	1	1	0
ape-rlaba$$$p0$s393	aperlaba	0	0	0	1
	aprlaba	1	1	1	0
ape-rraba$$$p0$s394	aperraba	0	0	0	1
	aprraba	1	1	1	0
ape-rvaba$$$p0$s395	apervaba	0	0	0	1
	aprvaba	1	1	1	0
ape-vtaba$$$p0$s396	apevtaba	0	0	0	1
	apvtaba	1	1	1	0
ape-vsaba$$$p0$s397	apevsaba	0	0	0	1
	apvsaba	1	1	1	0
ape-vnaba$$$p0$s398	apevnaba	0	0	0	1
	apvnaba	1	1	1	0
ape-vlaba$$$p0$s399	apevlaba	0	0	0	1
	apvlaba	1	1	1	0
ape-vraba$$$p0$s400	apevraba	0	0	0	1
	apvraba	1	1	1	0
ape-vvaba$$$p0$s401	apevvaba	0	0	0	1
	apvvaba	1	1	1	0
ape-taba$$$p0$s402	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s403	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s404	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s405	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s406	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-saba$$$p0$s407	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s408	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s409	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s410	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s411	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-naba$$$p0$s412	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s413	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s414	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s415	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s416	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-laba$$$p0$s417	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s418	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s419	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s420	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s421	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-raba$$$p0$s422	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s423	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s424	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s425	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s426	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-vaba$$$p0$s427	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s428	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s429	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s430	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s431	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-taba$$$p0$s432	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-ttaba$$$p0$s433	apettaba	0	0	0	1
	apttaba	1	1	1	0
ape-saba$$$p0$s434	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-tsaba$$$p0$s435	apetsaba	0	0	0	1
	aptsaba	1	1	1	0
ape-naba$$$p0$s436	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-tnaba$$$p0$s437	apetnaba	0	0	0	1
	aptnaba	1	1	1	0
ape-laba$$$p0$s438	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-tlaba$$$p0$s439	apetlaba	0	0	0	1
	aptlaba	1	1	1	0
ape-raba$$$p0$s440	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-traba$$$p0$s441	apetraba	0	0	0	1
	aptraba	1	1	1	0
ape-vaba$$$p0$s442	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-tvaba$$$p0$s443	apetvaba	0	0	0	1
	aptvaba	1	1	1	0
ape-staba$$$p0$s444	apestaba	0	0	0	1
	apstaba	1	1	1	0
ape-ssaba$$$p0$s445	apessaba	0	0	0	1
	apssaba	1	1	1	0
ape-snaba$$$p0$s446	apesnaba	0	0	0	1
	apsnaba	1	1	1	0
ape-slaba$$$p0$s447	apeslaba	0	0	0	1
	apslaba	1	1	1	0
ape-sraba$$$p0$s448	apesraba	0	0	0	1
	apsraba	1	1	1	0
ape-svaba$$$p0$s449	apesvaba	0	0	0	1
	apsvaba	1	1	1	0
ape-ntaba$$$p0$s450	apentaba	0	0	0	1
	apntaba	1	1	1	0
ape-nsaba$$$p0$s451	apensaba	0	0	0	1
	apnsaba	1	1	1	0
ape-nnaba$$$p0$s452	apennaba	0	0	0	1
	apnnaba	1	1	1	0
ape-nlaba$$$p0$s453	apenlaba	0	0	0	1
	apnlaba	1	1	1	0
ape-nraba$$$p0$s454	apenraba	0	0	0	1
	apnraba	1	1	1	0
ape-nvaba$$$p0$s455	apenvaba	0	0	0	1
	apnvaba	1	1	1	0
ape-ltaba$$$p0$s456	apeltaba	0	0	0	1
	apltaba	1	1	1	0
ape-lsaba$$$p0$s457	apelsaba	0	0	0	1
	aplsaba	1	1	1	0
ape-lnaba$$$p0$s458	apelnaba	0	0	0	1
	aplnaba	1	1	1	0
ape-llaba$$$p0$s459	apellaba	0	0	0	1
	apllaba	1	1	1	0
ape-lraba$$$p0$s460	apelraba	0	0	0	1
	aplraba	1	1	1	0
ape-lvaba$$$p0$s461	apelvaba	0	0	0	1
	aplvaba	1	1	1	0
ape-rtaba$$$p0$s462	apertaba	0	0	0	1
	aprtaba	1	1	1	0
ape-rsaba$$$p0$s463	apersaba	0	0	0	1
	aprsaba	1	1	1	0
ape-rnaba$$$p0$s464	apernaba	0	0	0	1
	aprnaba	1	1	1	0
ape-rlaba$$$p0$s465	aperlaba	0	0	0	1
	aprlaba	1	1	1	0
ape-rraba$$$p0$s466	aperraba	0	0	0	1
	aprraba	1	1	1	0
ape-rvaba$$$p0$s467	apervaba	0	0	0	1
	aprvaba	1	1	1	0
ape-vtaba$$$p0$s468	apevtaba	0	0	0	1
	apvtaba	1	1	1	0
ape-vsaba$$$p0$s469	apevsaba	0	0	0	1
	apvsaba	1	1	1	0
ape-vnaba$$$p0$s470	apevnaba	0	0	0	1
	apvnaba	1	1	1	0
ape-vlaba$$$p0$s471	apevlaba	0	0	0	1
	apvlaba	1	1	1	0
ape-vraba$$$p0$s472	apevraba	0	0	0	1
	apvraba	1	1	1	0
ape-vvaba$$$p0$s473	apevvaba	0	0	0	1
	apvvaba	1	1	1	0
ape-taba$$$p0$s474	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s475	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s476	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s477	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s478	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-saba$$$p0$s479	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s480	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s481	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s482	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s483	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-naba$$$p0$s484	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s485	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s486	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s487	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s488	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-laba$$$p0$s489	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s490	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s491	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s492	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s493	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-raba$$$p0$s494	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s495	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s496	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s497	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s498	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-vaba$$$p0$s499	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s500	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s501	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s502	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s503	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-taba$$$p0$s504	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-ttaba$$$p0$s505	apettaba	0	0	0	1
