p0	p1	p2	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99	s100	s101	s102	s103	s104	s105	s106	s107	s108	s109	s110	s111	s112	s113	s114	s115	s116	s117	s118	s119	s120	s121	s122	s123	s124	s125	s126	s127	s128	s129	s130	s131	s132	s133	s134	s135	s136	s137	s138	s139	s140	s141	s142	s143	s144	s145	s146	s147	s148	s149	s150	s151	s152	s153	s154	s155	s156	s157	s158	s159	s160	s161	s162	s163	s164	s165	s166	s167	s168	s169	s170	s171	s172	s173	s174	s175	s176	s177	s178	s179	s180	s181	s182	s183	s184	s185	s186	s187	s188	s189	s190	s191	s192	s193	s194	s195	s196	s197	s198	s199	s200	s201	s202	s203	s204	s205	s206	s207	s208	s209	s210	s211	s212	s213	s214	s215	s216	s217	s218	s219	s220	s221	s222	s223	s224	s225	s226	s227	s228	s229	s230	s231	s232	s233	s234	s235	s236	s237	s238	s239	s240	s241	s242	s243	s244	s245	s246	s247	s248	s249	s250	s251	s252	s253	s254	s255	s256	s257	s258	s259	s260	s261	s262	s263	s264	s265	s266	s267	s268	s269	s270	s271	s272	s273	s274	s275	s276	s277	s278	s279	s280	s281	s282	s283	s284	s285	s286	s287	s288	s289	s290	s291	s292	s293	s294	s295	s296	s297	s298	s299	s300	s301	s302	s303	s304	s305	s306	s307	s308	s309	s310	s311	s312	s313	s314	s315	s316	s317	s318	s319	s320	s321	s322	s323	s324	s325	s326	s327	s328	s329	s330	s331	s332	s333	s334	s335	s336	s337	s338	s339	s340	s341	s342	s343	s344	s345	s346	s347	s348	s349	s350	s351	s352	s353	s354	s355	s356	s357	s358	s359	
			*CCC	Max	Align
	apvtaba	0.333	1	1	0
ape-vsaba$$$p0$s247	apevsaba	0.667	0	0	1
	apvsaba	0.333	1	1	0
ape-vnaba$$$p0$s248	apevnaba	0.667	0	0	1
	apvnaba	0.333	1	1	0
ape-vlaba$$$p0$s249	apevlaba	0.667	0	0	1
	apvlaba	0.333	1	1	0
ape-vraba$$$p0$s250	apevraba	0.667	0	0	1
	apvraba	0.333	1	1	0
ape-vvaba$$$p0$s251	apevvaba	0.667	0	0	1
	apvvaba	0.333	1	1	0
ape-ttaba$$$p0$s252	apettaba	0.667	0	0	1
	apttaba	0.333	1	1	0
ape-tsaba$$$p0$s253	apetsaba	0.667	0	0	1
	aptsaba	0.333	1	1	0
ape-tnaba$$$p0$s254	apetnaba	0.667	0	0	1
	aptnaba	0.333	1	1	0
ape-tlaba$$$p0$s255	apetlaba	0.667	0	0	1
	aptlaba	0.333	1	1	0
ape-traba$$$p0$s256	apetraba	0.667	0	0	1
	aptraba	0.333	1	1	0
ape-tvaba$$$p0$s257	apetvaba	0.667	0	0	1
	aptvaba	0.333	1	1	0
ape-staba$$$p0$s258	apestaba	0.667	0	0	1
	apstaba	0.333	1	1	0
ape-ssaba$$$p0$s259	apessaba	0.667	0	0	1
	apssaba	0.333	1	1	0
ape-snaba$$$p0$s260	apesnaba	0.667	0	0	1
	apsnaba	0.333	1	1	0
ape-slaba$$$p0$s261	apeslaba	0.667	0	0	1
	apslaba	0.333	1	1	0
ape-sraba$$$p0$s262	apesraba	0.667	0	0	1
	apsraba	0.333	1	1	0
ape-svaba$$$p0$s263	apesvaba	0.667	0	0	1
	apsvaba	0.333	1	1	0
ape-ntaba$$$p0$s264	apentaba	0.667	0	0	1
	apntaba	0.333	1	1	0
ape-nsaba$$$p0$s265	apensaba	0.667	0	0	1
	apnsaba	0.333	1	1	0
ape-nnaba$$$p0$s266	apennaba	0.667	0	0	1
	apnnaba	0.333	1	1	0
ape-nlaba$$$p0$s267	apenlaba	0.667	0	0	1
	apnlaba	0.333	1	1	0
ape-nraba$$$p0$s268	apenraba	0.667	0	0	1
	apnraba	0.333	1	1	0
ape-nvaba$$$p0$s269	apenvaba	0.667	0	0	1
	apnvaba	0.333	1	1	0
ape-ltaba$$$p0$s270	apeltaba	0.667	0	0	1
	apltaba	0.333	1	1	0
ape-lsaba$$$p0$s271	apelsaba	0.667	0	0	1
	aplsaba	0.333	1	1	0
ape-lnaba$$$p0$s272	apelnaba	0.667	0	0	1
	aplnaba	0.333	1	1	0
ape-llaba$$$p0$s273	apellaba	0.667	0	0	1
	apllaba	0.333	1	1	0
ape-lraba$$$p0$s274	apelraba	0.667	0	0	1
	aplraba	0.333	1	1	0
ape-lvaba$$$p0$s275	apelvaba	0.667	0	0	1
	aplvaba	0.333	1	1	0
ape-rtaba$$$p0$s276	apertaba	0.667	0	0	1
	aprtaba	0.333	1	1	0
ape-rsaba$$$p0$s277	apersaba	0.667	0	0	1
	aprsaba	0.333	1	1	0
ape-rnaba$$$p0$s278	apernaba	0.667	0	0	1
	aprnaba	0.333	1	1	0
ape-rlaba$$$p0$s279	aperlaba	0.667	0	0	1
	aprlaba	0.333	1	1	0
ape-rraba$$$p0$s280	aperraba	0.667	0	0	1
	aprraba	0.333	1	1	0
ape-rvaba$$$p0$s281	apervaba	0.667	0	0	1
	aprvaba	0.333	1	1	0
ape-vtaba$$$p0$s282	apevtaba	0.667	0	0	1
	apvtaba	0.333	1	1	0
ape-vsaba$$$p0$s283	apevsaba	0.667	0	0	1
	apvsaba	0.333	1	1	0
ape-vnaba$$$p0$s284	apevnaba	0.667	0	0	1
	apvnaba	0.333	1	1	0
ape-vlaba$$$p0$s285	apevlaba	0.667	0	0	1
	apvlaba	0.333	1	1	0
ape-vraba$$$p0$s286	apevraba	0.667	0	0	1
	apvraba	0.333	1	1	0
ape-vvaba$$$p0$s287	apevvaba	0.667	0	0	1
	apvvaba	0.333	1	1	0
ape-ttaba$$$p0$s288	apettaba	0.667	0	0	1
	apttaba	0.333	1	1	0
ape-tsaba$$$p0$s289	apetsaba	0.667	0	0	1
	aptsaba	0.333	1	1	0
ape-tnaba$$$p0$s290	apetnaba	0.667	0	0	1
	aptnaba	0.333	1	1	0
ape-tlaba$$$p0$s291	apetlaba	0.667	0	0	1
	aptlaba	0.333	1	1	0
ape-traba$$$p0$s292	apetraba	0.667	0	0	1
	aptraba	0.333	1	1	0
ape-tvaba$$$p0$s293	apetvaba	0.667	0	0	1
	aptvaba	0.333	1	1	0
ape-staba$$$p0$s294	apestaba	0.667	0	0	1
	apstaba	0.333	1	1	0
ape-ssaba$$$p0$s295	apessaba	0.667	0	0	1
	apssaba	0.333	1	1	0
ape-snaba$$$p0$s296	apesnaba	0.667	0	0	1
	apsnaba	0.333	1	1	0
ape-slaba$$$p0$s297	apeslaba	0.667	0	0	1
	apslaba	0.333	1	1	0
ape-sraba$$$p0$s298	apesraba	0.667	0	0	1
	apsraba	0.333	1	1	0
ape-svaba$$$p0$s299	apesvaba	0.667	0	0	1
	apsvaba	0.333	1	1	0
ape-ntaba$$$p0$s300	apentaba	0.667	0	0	1
	apntaba	0.333	1	1	0
ape-nsaba$$$p0$s301	apensaba	0.667	0	0	1
	apnsaba	0.333	1	1	0
ape-nnaba$$$p0$s302	apennaba	0.667	0	0	1
	apnnaba	0.333	1	1	0
ape-nlaba$$$p0$s303	apenlaba	0.667	0	0	1
	apnlaba	0.333	1	1	0
ape-nraba$$$p0$s304	apenraba	0.667	0	0	1
	apnraba	0.333	1	1	0
ape-nvaba$$$p0$s305	apenvaba	0.667	0	0	1
	apnvaba	0.333	1	1	0
ape-ltaba$$$p0$s306	apeltaba	0.667	0	0	1
	apltaba	0.333	1	1	0
ape-lsaba$$$p0$s307	apelsaba	0.667	0	0	1
	aplsaba	0.333	1	1	0
ape-lnaba$$$p0$s308	apelnaba	0.667	0	0	1
	aplnaba	0.333	1	1	0
ape-llaba$$$p0$s309	apellaba	0.667	0	0	1
	apllaba	0.333	1	1	0
ape-lraba$$$p0$s310	apelraba	0.667	0	0	1
	aplraba	0.333	1	1	0
ape-lvaba$$$p0$s311	apelvaba	0.667	0	0	1
	aplvaba	0.333	1	1	0
ape-rtaba$$$p0$s312	apertaba	0.667	0	0	1
	aprtaba	0.333	1	1	0
ape-rsaba$$$p0$s313	apersaba	0.667	0	0	1
	aprsaba	0.333	1	1	0
ape-rnaba$$$p0$s314	apernaba	0.667	0	0	1
	aprnaba	0.333	1	1	0
ape-rlaba$$$p0$s315	aperlaba	0.667	0	0	1
	aprlaba	0.333	1	1	0
ape-rraba$$$p0$s316	aperraba	0.667	0	0	1
	aprraba	0.333	1	1	0
ape-rvaba$$$p0$s317	apervaba	0.667	0	0	1
	aprvaba	0.333	1	1	0
ape-vtaba$$$p0$s318	apevtaba	0.667	0	0	1
	apvtaba	0.333	1	1	0
ape-vsaba$$$p0$s319	apevsaba	0.667	0	0	1
	apvsaba	0.333	1	1	0
ape-vnaba$$$p0$s320	apevnaba	0.667	0	0	1
	apvnaba	0.333	1	1	0
ape-vlaba$$$p0$s321	apevlaba	0.667	0	0	1
	apvlaba	0.333	1	1	0
ape-vraba$$$p0$s322	apevraba	0.667	0	0	1
	apvraba	0.333	1	1	0
ape-vvaba$$$p0$s323	apevvaba	0.667	0	0	1
	apvvaba	0.333	1	1	0
ape-ttaba$$$p0$s324	apettaba	0.667	0	0	1
	apttaba	0.333	1	1	0
ape-tsaba$$$p0$s325	apetsaba	0.667	0	0	1
	aptsaba	0.333	1	1	0
ape-tnaba$$$p0$s326	apetnaba	0.667	0	0	1
	aptnaba	0.333	1	1	0
ape-tlaba$$$p0$s327	apetlaba	0.667	0	0	1
	aptlaba	0.333	1	1	0
ape-traba$$$p0$s328	apetraba	0.667	0	0	1
	aptraba	0.333	1	1	0
ape-tvaba$$$p0$s329	apetvaba	0.667	0	0	1
	aptvaba	0.333	1	1	0
ape-staba$$$p0$s330	apestaba	0.667	0	0	1
	apstaba	0.333	1	1	0
ape-ssaba$$$p0$s331	apessaba	0.667	0	0	1
	apssaba	0.333	1	1	0
ape-snaba$$$p0$s332	apesnaba	0.667	0	0	1
	apsnaba	0.333	1	1	0
ape-slaba$$$p0$s333	apeslaba	0.667	0	0	1
	apslaba	0.333	1	1	0
ape-sraba$$$p0$s334	apesraba	0.667	0	0	1
	apsraba	0.333	1	1	0
ape-svaba$$$p0$s335	apesvaba	0.667	0	0	1
	apsvaba	0.333	1	1	0
ape-ntaba$$$p0$s336	apentaba	0.667	0	0	1
	apntaba	0.333	1	1	0
ape-nsaba$$$p0$s337	apensaba	0.667	0	0	1
	apnsaba	0.333	1	1	0
ape-nnaba$$$p0$s338	apennaba	0.667	0	0	1
	apnnaba	0.333	1	1	0
ape-nlaba$$$p0$s339	apenlaba	0.667	0	0	1
	apnlaba	0.333	1	1	0
ape-nraba$$$p0$s340	apenraba	0.667	0	0	1
	apnraba	0.333	1	1	0
ape-nvaba$$$p0$s341	apenvaba	0.667	0	0	1
	apnvaba	0.333	1	1	0
ape-ltaba$$$p0$s342	apeltaba	0.667	0	0	1
	apltaba	0.333	1	1	0
ape-lsaba$$$p0$s343	apelsaba	0.667	0	0	1
	aplsaba	0.333	1	1	0
ape-lnaba$$$p0$s344	apelnaba	0.667	0	0	1
	aplnaba	0.333	1	1	0
ape-llaba$$$p0$s345	apellaba	0.667	0	0	1
	apllaba	0.333	1	1	0
ape-lraba$$$p0$s346	apelraba	0.667	0	0	1
	aplraba	0.333	1	1	0
ape-lvaba$$$p0$s347	apelvaba	0.667	0	0	1
	aplvaba	0.333	1	1	0
ape-rtaba$$$p0$s348	apertaba	0.667	0	0	1
	aprtaba	0.333	1	1	0
ape-rsaba$$$p0$s349	apersaba	0.667	0	0	1
	aprsaba	0.333	1	1	0
ape-rnaba$$$p0$s350	apernaba	0.667	0	0	1
	aprnaba	0.333	1	1	0
ape-rlaba$$$p0$s351	aperlaba	0.667	0	0	1
	aprlaba	0.333	1	1	0
ape-rraba$$$p0$s352	aperraba	0.667	0	0	1
	aprraba	0.333	1	1	0
ape-rvaba$$$p0$s353	apervaba	0.667	0	0	1
	aprvaba	0.333	1	1	0
ape-vtaba$$$p0$s354	apevtaba	0.667	0	0	1
	apvtaba	0.333	1	1	0
ape-vsaba$$$p0$s355	apevsaba	0.667	0	0	1
	apvsaba	0.333	1	1	0
ape-vnaba$$$p0$s356	apevnaba	0.667	0	0	1
	apvnaba	0.333	1	1	0
ape-vlaba$$$p0$s357	apevlaba	0.667	0	0	1
	apvlaba	0.333	1	1	0
ape-vraba$$$p0$s358	apevraba	0.667	0	0	1
	apvraba	0.333	1	1	0
ape-vvaba$$$p0$s359	apevvaba	0.667	0	0	1
	apvvaba	0.333	1	1	0
ate-ttaba$$$p1$s0	atettaba	0.667	0	0	1
	atttaba	0.333	1	1	0
ate-tsaba$$$p1$s1	atetsaba	0.667	0	0	1
	attsaba	0.333	1	1	0
ate-tnaba$$$p1$s2	atetnaba	0.667	0	0	1
	attnaba	0.333	1	1	0
ate-tlaba$$$p1$s3	atetlaba	0.667	0	0	1
	attlaba	0.333	1	1	0
ate-traba$$$p1$s4	atetraba	0.667	0	0	1
	attraba	0.333	1	1	0
ate-tvaba$$$p1$s5	atetvaba	0.667	0	0	1
	attvaba	0.333	1	1	0
ate-staba$$$p1$s6	atestaba	0.667	0	0	1
	atstaba	0.333	1	1	0
ate-ssaba$$$p1$s7	atessaba	0.667	0	0	1
	atssaba	0.333	1	1	0
ate-snaba$$$p1$s8	atesnaba	0.667	0	0	1
	atsnaba	0.333	1	1	0
ate-slaba$$$p1$s9	ateslaba	0.667	0	0	1
	atslaba	0.333	1	1	0
ate-sraba$$$p1$s10	atesraba	0.667	0	0	1
	atsraba	0.333	1	1	0
ate-svaba$$$p1$s11	atesvaba	0.667	0	0	1
	atsvaba	0.333	1	1	0
ate-ntaba$$$p1$s12	atentaba	0.667	0	0	1
	atntaba	0.333	1	1	0
ate-nsaba$$$p1$s13	atensaba	0.667	0	0	1
	atnsaba	0.333	1	1	0
ate-nnaba$$$p1$s14	atennaba	0.667	0	0	1
	atnnaba	0.333	1	1	0
ate-nlaba$$$p1$s15	atenlaba	0.667	0	0	1
	atnlaba	0.333	1	1	0
ate-nraba$$$p1$s16	atenraba	0.667	0	0	1
	atnraba	0.333	1	1	0
ate-nvaba$$$p1$s17	atenvaba	0.667	0	0	1
	atnvaba	0.333	1	1	0
ate-ltaba$$$p1$s18	ateltaba	0.667	0	0	1
	atltaba	0.333	1	1	0
ate-lsaba$$$p1$s19	atelsaba	0.667	0	0	1
	atlsaba	0.333	1	1	0
ate-lnaba$$$p1$s20	atelnaba	0.667	0	0	1
	atlnaba	0.333	1	1	0
ate-llaba$$$p1$s21	atellaba	0.667	0	0	1
	atllaba	0.333	1	1	0
ate-lraba$$$p1$s22	atelraba	0.667	0	0	1
	atlraba	0.333	1	1	0
ate-lvaba$$$p1$s23	atelvaba	0.667	0	0	1
	atlvaba	0.333	1	1	0
ate-rtaba$$$p1$s24	atertaba	0.667	0	0	1
	atrtaba	0.333	1	1	0
ate-rsaba$$$p1$s25	atersaba	0.667	0	0	1
	atrsaba	0.333	1	1	0
ate-rnaba$$$p1$s26	aternaba	0.667	0	0	1
	atrnaba	0.333	1	1	0
ate-rlaba$$$p1$s27	aterlaba	0.667	0	0	1
	atrlaba	0.333	1	1	0
ate-rraba$$$p1$s28	aterraba	0.667	0	0	1
	atrraba	0.333	1	1	0
ate-rvaba$$$p1$s29	atervaba	0.667	0	0	1
	atrvaba	0.333	1	1	0
ate-vtaba$$$p1$s30	atevtaba	0.667	0	0	1
	atvtaba	0.333	1	1	0
ate-vsaba$$$p1$s31	atevsaba	0.667	0	0	1
	atvsaba	0.333	1	1	0
ate-vnaba$$$p1$s32	atevnaba	0.667	0	0	1
	atvnaba	0.333	1	1	0
ate-vlaba$$$p1$s33	atevlaba	0.667	0	0	1
	atvlaba	0.333	1	1	0
ate-vraba$$$p1$s34	atevraba	0.667	0	0	1
	atvraba	0.333	1	1	0
ate-vvaba$$$p1$s35	atevvaba	0.667	0	0	1
	atvvaba	0.333	1	1	0
ate-ttaba$$$p1$s36	atettaba	0.667	0	0	1
	atttaba	0.333	1	1	0
ate-tsaba$$$p1$s37	atetsaba	0.667	0	0	1
	attsaba	0.333	1	1	0
ate-tnaba$$$p1$s38	atetnaba	0.667	0	0	1
	attnaba	0.333	1	1	0
ate-tlaba$$$p1$s39	atetlaba	0.667	0	0	1
	attlaba	0.333	1	1	0
ate-traba$$$p1$s40	atetraba	0.667	0	0	1
	attraba	0.333	1	1	0
ate-tvaba$$$p1$s41	atetvaba	0.667	0	0	1
	attvaba	0.333	1	1	0
ate-staba$$$p1$s42	atestaba	0.667	0	0	1
	atstaba	0.333	1	1	0
ate-ssaba$$$p1$s43	atessaba	0.667	0	0	1
	atssaba	0.333	1	1	0
ate-snaba$$$p1$s44	atesnaba	0.667	0	0	1
	atsnaba	0.333	1	1	0
ate-slaba$$$p1$s45	ateslaba	0.667	0	0	1
	atslaba	0.333	1	1	0
ate-sraba$$$p1$s46	atesraba	0.667	0	0	1
	atsraba	0.333	1	1	0
ate-svaba$$$p1$s47	atesvaba	0.667	0	0	1
	atsvaba	0.333	1	1	0
ate-ntaba$$$p1$s48	atentaba	0.667	0	0	1
	atntaba	0.333	1	1	0
ate-nsaba$$$p1$s49	atensaba	0.667	0	0	1
	atnsaba	0.333	1	1	0
ate-nnaba$$$p1$s50	atennaba	0.667	0	0	1
	atnnaba	0.333	1	1	0
ate-nlaba$$$p1$s51	atenlaba	0.667	0	0	1
	atnlaba	0.333	1	1	0
ate-nraba$$$p1$s52	atenraba	0.667	0	0	1
	atnraba	0.333	1	1	0
ate-nvaba$$$p1$s53	atenvaba	0.667	0	0	1
	atnvaba	0.333	1	1	0
ate-ltaba$$$p1$s54	ateltaba	0.667	0	0	1
	atltaba	0.333	1	1	0
ate-lsaba$$$p1$s55	atelsaba	0.667	0	0	1
	atlsaba	0.333	1	1	0
ate-lnaba$$$p1$s56	atelnaba	0.667	0	0	1
	atlnaba	0.333	1	1	0
ate-llaba$$$p1$s57	atellaba	0.667	0	0	1
	atllaba	0.333	1	1	0
ate-lraba$$$p1$s58	atelraba	0.667	0	0	1
	atlraba	0.333	1	1	0
ate-lvaba$$$p1$s59	atelvaba	0.667	0	0	1
	atlvaba	0.333	1	1	0
ate-rtaba$$$p1$s60	atertaba	0.667	0	0	1
	atrtaba	0.333	1	1	0
ate-rsaba$$$p1$s61	atersaba	0.667	0	0	1
	atrsaba	0.333	1	1	0
ate-rnaba$$$p1$s62	aternaba	0.667	0	0	1
	atrnaba	0.333	1	1	0
ate-rlaba$$$p1$s63	aterlaba	0.667	0	0	1
	atrlaba	0.333	1	1	0
ate-rraba$$$p1$s64	aterraba	0.667	0	0	1
	atrraba	0.333	1	1	0
ate-rvaba$$$p1$s65	atervaba	0.667	0	0	1
	atrvaba	0.333	1	1	0
ate-vtaba$$$p1$s66	atevtaba	0.667	0	0	1
	atvtaba	0.333	1	1	0
ate-vsaba$$$p1$s67	atevsaba	0.667	0	0	1
	atvsaba	0.333	1	1	0
ate-vnaba$$$p1$s68	atevnaba	0.667	0	0	1
	atvnaba	0.333	1	1	0
ate-vlaba$$$p1$s69	atevlaba	0.667	0	0	1
	atvlaba	0.333	1	1	0
ate-vraba$$$p1$s70	atevraba	0.667	0	0	1
	atvraba	0.333	1	1	0
ate-vvaba$$$p1$s71	atevvaba	0.667	0	0	1
	atvvaba	0.333	1	1	0
ate-ttaba$$$p1$s72	atettaba	0.667	0	0	1
	atttaba	0.333	1	1	0
ate-tsaba$$$p1$s73	atetsaba	0.667	0	0	1
	attsaba	0.333	1	1	0
ate-tnaba$$$p1$s74	atetnaba	0.667	0	0	1
	attnaba	0.333	1	1	0
ate-tlaba$$$p1$s75	atetlaba	0.667	0	0	1
	attlaba	0.333	1	1	0
ate-traba$$$p1$s76	atetraba	0.667	0	0	1
	attraba	0.333	1	1	0
ate-tvaba$$$p1$s77	atetvaba	0.667	0	0	1
	attvaba	0.333	1	1	0
ate-staba$$$p1$s78	atestaba	0.667	0	0	1
	atstaba	0.333	1	1	0
ate-ssaba$$$p1$s79	atessaba	0.667	0	0	1
	atssaba	0.333	1	1	0
ate-snaba$$$p1$s80	atesnaba	0.667	0	0	1
	atsnaba	0.333	1	1	0
ate-slaba$$$p1$s81	ateslaba	0.667	0	0	1
	atslaba	0.333	1	1	0
ate-sraba$$$p1$s82	atesraba	0.667	0	0	1
	atsraba	0.333	1	1	0
ate-svaba$$$p1$s83	atesvaba	0.667	0	0	1
	atsvaba	0.333	1	1	0
ate-ntaba$$$p1$s84	atentaba	0.667	0	0	1
	atntaba	0.333	1	1	0
ate-nsaba$$$p1$s85	atensaba	0.667	0	0	1
	atnsaba	0.333	1	1	0
ate-nnaba$$$p1$s86	atennaba	0.667	0	0	1
	atnnaba	0.333	1	1	0
ate-nlaba$$$p1$s87	atenlaba	0.667	0	0	1
	atnlaba	0.333	1	1	0
ate-nraba$$$p1$s88	atenraba	0.667	0	0	1
	atnraba	0.333	1	1	0
ate-nvaba$$$p1$s89	atenvaba	0.667	0	0	1
	atnvaba	0.333	1	1	0
ate-ltaba$$$p1$s90	ateltaba	0.667	0	0	1
	atltaba	0.333	1	1	0
ate-lsaba$$$p1$s91	atelsaba	0.667	0	0	1
	atlsaba	0.333	1	1	0
ate-lnaba$$$p1$s92	atelnaba	0.667	0	0	1
	atlnaba	0.333	1	1	0
ate-llaba$$$p1$s93	atellaba	0.667	0	0	1
	atllaba	0.333	1	1	0
ate-lraba$$$p1$s94	atelraba	0.667	0	0	1
	atlraba	0.333	1	1	0
ate-lvaba$$$p1$s95	atelvaba	0.667	0	0	1
	atlvaba	0.333	1	1	0
ate-rtaba$$$p1$s96	atertaba	0.667	0	0	1
	atrtaba	0.333	1	1	0
ate-rsaba$$$p1$s97	atersaba	0.667	0	0	1
	atrsaba	0.333	1	1	0
ate-rnaba$$$p1$s98	aternaba	0.667	0	0	1
	atrnaba	0.333	1	1	0
ate-rlaba$$$p1$s99	aterlaba	0.667	0	0	1
	atrlaba	0.333	1	1	0
ate-rraba$$$p1$s100	aterraba	0.667	0	0	1
	atrraba	0.333	1	1	0
ate-rvaba$$$p1$s101	atervaba	0.667	0	0	1
	atrvaba	0.333	1	1	0
ate-vtaba$$$p1$s102	atevtaba	0.667	0	0	1
	atvtaba	0.333	1	1	0
ate-vsaba$$$p1$s103	atevsaba	0.667	0	0	1
	atvsaba	0.333	1	1	0
ate-vnaba$$$p1$s104	atevnaba	0.667	0	0	1
	atvnaba	0.333	1	1	0
ate-vlaba$$$p1$s105	atevlaba	0.667	0	0	1
	atvlaba	0.333	1	1	0
ate-vraba$$$p1$s106	atevraba	0.667	0	0	1
	atvraba	0.333	1	1	0
ate-vvaba$$$p1$s107	atevvaba	0.667	0	0	1
	atvvaba	0.333	1	1	0
ate-ttaba$$$p1$s108	atettaba	0.667	0	0	1
	atttaba	0.333	1	1	0
ate-tsaba$$$p1$s109	atetsaba	0.667	0	0	1
	attsaba	0.333	1	1	0
ate-tnaba$$$p1$s110	atetnaba	0.667	0	0	1
	attnaba	0.333	1	1	0
ate-tlaba$$$p1$s111	atetlaba	0.667	0	0	1
	attlaba	0.333	1	1	0
ate-traba$$$p1$s112	atetraba	0.667	0	0	1
	attraba	0.333	1	1	0
ate-tvaba$$$p1$s113	atetvaba	0.667	0	0	1
	attvaba	0.333	1	1	0
ate-staba$$$p1$s114	atestaba	0.667	0	0	1
	atstaba	0.333	1	1	0
ate-ssaba$$$p1$s115	atessaba	0.667	0	0	1
	atssaba	0.333	1	1	0
ate-snaba$$$p1$s116	atesnaba	0.667	0	0	1
	atsnaba	0.333	1	1	0
ate-slaba$$$p1$s117	ateslaba	0.667	0	0	1
	atslaba	0.333	1	1	0
ate-sraba$$$p1$s118	atesraba	0.667	0	0	1
	atsraba	0.333	1	1	0
ate-svaba$$$p1$s119	atesvaba	0.667	0	0	1
	atsvaba	0.333	1	1	0
ate-ntaba$$$p1$s120	atentaba	0.667	0	0	1
	atntaba	0.333	1	1	0
ate-nsaba$$$p1$s121	atensaba	0.667	0	0	1
	atnsaba	0.333	1	1	0
ate-nnaba$$$p1$s122	atennaba	0.667	0	0	1
	atnnaba	0.333	1	1	0
ate-nlaba$$$p1$s123	atenlaba	0.667	0	0	1
	atnlaba	0.333	1	1	0
ate-nraba$$$p1$s124	atenraba	0.667	0	0	1
	atnraba	0.333	1	1	0
ate-nvaba$$$p1$s125	atenvaba	0.667	0	0	1
	atnvaba	0.333	1	1	0
ate-ltaba$$$p1$s126	ateltaba	0.667	0	0	1
	atltaba	0.333	1	1	0
ate-lsaba$$$p1$s127	atelsaba	0.667	0	0	1
	atlsaba	0.333	1	1	0
ate-lnaba$$$p1$s128	atelnaba	0.667	0	0	1
	atlnaba	0.333	1	1	0
ate-llaba$$$p1$s129	atellaba	0.667	0	0	1
	atllaba	0.333	1	1	0
ate-lraba$$$p1$s130	atelraba	0.667	0	0	1
	atlraba	0.333	1	1	0
ate-lvaba$$$p1$s131	atelvaba	0.667	0	0	1
	atlvaba	0.333	1	1	0
ate-rtaba$$$p1$s132	atertaba	0.667	0	0	1
	atrtaba	0.333	1	1	0
ate-rsaba$$$p1$s133	atersaba	0.667	0	0	1
	atrsaba	0.333	1	1	0
ate-rnaba$$$p1$s134	aternaba	0.667	0	0	1
	atrnaba	0.333	1	1	0
ate-rlaba$$$p1$s135	aterlaba	0.667	0	0	1
	atrlaba	0.333	1	1	0
ate-rraba$$$p1$s136	aterraba	0.667	0	0	1
	atrraba	0.333	1	1	0
ate-rvaba$$$p1$s137	atervaba	0.667	0	0	1
	atrvaba	0.333	1	1	0
ate-vtaba$$$p1$s138	atevtaba	0.667	0	0	1
	atvtaba	0.333	1	1	0
ate-vsaba$$$p1$s139	atevsaba	0.667	0	0	1
	atvsaba	0.333	1	1	0
ate-vnaba$$$p1$s140	atevnaba	0.667	0	0	1
	atvnaba	0.333	1	1	0
ate-vlaba$$$p1$s141	atevlaba	0.667	0	0	1
	atvlaba	0.333	1	1	0
ate-vraba$$$p1$s142	atevraba	0.667	0	0	1
	atvraba	0.333	1	1	0
ate-vvaba$$$p1$s143	atevvaba	0.667	0	0	1
	atvvaba	0.333	1	1	0
ate-ttaba$$$p1$s144	atettaba	0.667	0	0	1
	atttaba	0.333	1	1	0
ate-tsaba$$$p1$s145	atetsaba	0.667	0	0	1
	attsaba	0.333	1	1	0
ate-tnaba$$$p1$s146	atetnaba	0.667	0	0	1
	attnaba	0.333	1	1	0
ate-tlaba$$$p1$s147	atetlaba	0.667	0	0	1
	attlaba	0.333	1	1	0
ate-traba$$$p1$s148	atetraba	0.667	0	0	1
	attraba	0.333	1	1	0
ate-tvaba$$$p1$s149	atetvaba	0.667	0	0	1
	attvaba	0.333	1	1	0
ate-staba$$$p1$s150	atestaba	0.667	0	0	1
	atstaba	0.333	1	1	0
ate-ssaba$$$p1$s151	atessaba	0.667	0	0	1
	atssaba	0.333	1	1	0
ate-snaba$$$p1$s152	atesnaba	0.667	0	0	1
	atsnaba	0.333	1	1	0
ate-slaba$$$p1$s153	ateslaba	0.667	0	0	1
	atslaba	0.333	1	1	0
ate-sraba$$$p1$s154	atesraba	0.667	0	0	1
	atsraba	0.333	1	1	0
ate-svaba$$$p1$s155	atesvaba	0.667	0	0	1
	atsvaba	0.333	1	1	0
ate-ntaba$$$p1$s156	atentaba	0.667	0	0	1
	atntaba	0.333	1	1	0
